dedup_key,kept_drive_id,skipped_drive_id,kept_relative_path,skipped_relative_path,reason,kept_score,skipped_score
md5:0e9cea3af5d46f9ddcbe2d79ed29448c,1TIAH0aF-Wy5myUZAJULkHIEMDvIosACK,16_3kj9unAErpBknCIZQePLMQktvG1SCp,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/21 - Story ingles__DAGV1TEVpao.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/21 - Story ingles__DAGV1TEVpao.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:b256b13689f74a2c1cd7c4806589d3a4,1_Jgb1HnhNUP3iGT00gcCkg57nNURbrmo,1Esu9MtsQh917iJY2UnJAjZVbEGdhbJ8P,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/22 - IA - Story Espanhol__DAHGZFOHui4.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/22 - IA - Story Espanhol__DAHGZFOHui4.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:164b22c05a3fe49c881002e9de73c15e,1bHxER7RcR4Om543MpOLWVmx_st8lRhB4,1c_FNQTAuzrO9iuqp4CYJka5TTmfZ1fa-,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/23 - IA - Story Espanhol__DAHGfOSURjM.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/23 - IA - Story Espanhol__DAHGfOSURjM.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:f9b993e3c682d5a141c8dda2a551d75e,1cWKcDZVMtDHITH-ZAqdm6P4dK3PyLZgU,1SRQfnnWvYsPsVCnjGBleCVcyd5DUEXoF,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/28 - IA - Story Ingles__DAHD2SmYJ2Y.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/28 - IA - Story Ingles__DAHD2SmYJ2Y.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:974e433aae8053767e3fd1faf7094aee,1SCEHWjY9w-0L9aMzYU6g2U_EJ4z4yyQz,1hdahJSS80hM3HXzAMZgLQPUuxegfjCFS,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/30 - IA - Story Ingles__DAHD2oE7RfQ.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/30 - IA - Story Ingles__DAHD2oE7RfQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:073d1f15201c5d4ce088adc79dea71c5,1su75FvqUAm39ird5g4zFQCjeZuBGekcY,1BHyCwmt7rYO8vDZrBBdECUSYie9HTTjm,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/31 - Story espanhol__DAGfpmf-eqY.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/31 - Story espanhol__DAGfpmf-eqY.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:cf43307c7a96ef3a05f61d20798de5f4,1s3yXBm3wx8kMI3YleNwTvzpTGGq7OxHw,1SGCT_-g3ihVQmnhtgeaFCWgs1t1oOLQO,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/33 - Story espanhol__DAGfpmMIMUY.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/33 - Story espanhol__DAGfpmMIMUY.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:db547957bfd23c8d235946589de8ca66,1dC8GatFMGQD6GKnA-833184wmFNiy72s,1UX-EEobYKCCyJYbdPOrTfZA1E4Dtp8KV,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/35 - IA - Story Ingles__DAHD7rtLxS4.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/35 - IA - Story Ingles__DAHD7rtLxS4.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:c7ff7ef4ff4b7b377f985833bc07259e,19I5rE_RjrhZV4IvfcEZy-vJcUpI1SKmt,1VSnJU5xl9Dge-j_JlNe39Ec1hWkQgnzs,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/40 - Story ingles__DAGYLxZA6Ac.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/40 - Story ingles__DAGYLxZA6Ac.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:89e2336080a8473b2ea6c3b8255f3534,1Lq1_bDnJGJYAfTWXb0Fy6kjhEbBqQeHp,1z-iXAsWmLI2_7RsRvzsSR5E7g9L6m5Sz,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/41 - Feed ingles__DAGYMHZXgCs.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/41 - Feed ingles__DAGYMHZXgCs.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:14d2e9e21f81ad580f815e8395a6b358,163m5FqPsd06SCh7bj-fZkuCpZjGWM-g2,1jr3nVCjxJstECZNhO9WTb0WAMBR_ge79,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/42 - IA - Story KELLY Mexico__DAHGGQWoakI.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/42 - IA - Story KELLY Mexico__DAHGGQWoakI.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,69
md5:b761f258d76af388d8c2f6f0cc73ab67,1L3l4o-Vh8LXHm3EhSwAaDK0Rm2VrOXx9,1J1GZL1sx8OaaVprz-QXDpvAlPOK8ILKo,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/43 - IA - Story KELLY Mexico__DAHGGZEoXvs.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/43 - IA - Story KELLY Mexico__DAHGGZEoXvs.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,69
md5:749626d0761e75c59033297571b205ae,1v0didkDb6R_Vuy4hVJPmJGxKq3Te7CEF,1CHgySjEWaB3dMT9dVF-4Nz_JHIyvyQwW,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/44 - IA - Story KELLY Mexico__DAHGGa51bLE.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/44 - IA - Story KELLY Mexico__DAHGGa51bLE.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,69
md5:2c0cf9db072a956dd297e2f441da8269,1ByqTNUUP6cC-aqjhUcoucWGH82EQ2P7r,11Mpm5kY96bnw-RW_W5oTazheMUxLiIdM,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/58 - Feed ingles__DAGeMxeVT7s.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/58 - Feed ingles__DAGeMxeVT7s.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:e5a8d070f0d42c2ed148fbd69ba014d2,1LBWbIIwh9tcYsmlVhka-7hOqJiVWrOmj,1GteoCBekjtQ-L2h1r2Ssk1Q0MzbCMg4Y,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/58 - Feed ingles__DAGYknJo7Lk.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/58 - Feed ingles__DAGYknJo7Lk.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:aaaacebc6a9d8a326e386f8e994d2f9e,1foMQyz5_EID3XzrKOk7mdTfoFG9c9zRi,1vKnv5bPvWNdOLNrGZBZ8pZLFwVOCNBT2,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/58 - Story ingles__DAGeM23bO8M.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/58 - Story ingles__DAGeM23bO8M.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:af9242d98b8a40f9cdb5b5f6909f7ce6,1GMalQnokaxmjCb-VZoKjJoeBIjsV3cgw,1Pw_Hfx1TMDNLhjYU4bFvC5Evq1EaRU0W,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/58- Story ingles__DAGYkiHPARs.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/58- Story ingles__DAGYkiHPARs.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:877c13bc90dd3b24c35c76991a9b75ed,1GppVkGrUecwWj3tH2tbWoQincmg_QQIT,14-MVSldaRogyzE_L0ZncckDDEQzn9x3O,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/59 - Feed ingles__DAGeM9yjyj8.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/59 - Feed ingles__DAGeM9yjyj8.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:9315d648b209e18e3075d6025f188fdd,1Prj9X3d5dYH6wz2_SduodPwAF8dgRs1p,1aYmMluiP8LrcbENgp-KqiCTIBBoyDYVW,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/59 - Feed ingles__DAGYkpb8Ckc.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/59 - Feed ingles__DAGYkpb8Ckc.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:bb06270cb88d6bb2eb258dd12c0cc424,1LXgnuCcLPGbnIbq4kBZiNl9VX2uRPaNZ,1JgOc2noQ3U7Xcvw7cQSneAWVX3akQvtQ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/59 - Story ingles__DAGeM0FityQ.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/59 - Story ingles__DAGeM0FityQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:8a6b8b00aa8a7aa411dbec00f9a71202,1U0UfCCSJq7p4jmeYbOqiN8w6LhK7qemb,1KOiHhjhKneebAehGvkIwWGAH5kVLUREU,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/59 - Story ingles__DAGYktlPdaI.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/59 - Story ingles__DAGYktlPdaI.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:4d2b694ac4e4cc17e60345e402f81bc3,1TB9aMzzNbNbUFupE4JM0OFV9HVe6idc3,1HhggpI3MN31K-O1jBEdL_810hTHionAo,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/60 - Feed ingles__DAGeNPFEimM.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/60 - Feed ingles__DAGeNPFEimM.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:1c1912caacd0de34488214efd1faf392,1evSj_I4QKPSNl1JQPKpfeW7lq3XZ9gJf,1aUPzjOHWybrAFXjLjsyens9llCK9Dr3S,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/60- Story ingles__DAGeMyNuCRc.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/60- Story ingles__DAGeMyNuCRc.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:953c7f63a44775a7d3669d9073897cb3,1JDnpb-ak046LzB_jrGiGOfGn0l6Myz_I,1C7L96aEle1C4n246RhySFEqKlnggvjnH,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/61 - Feed ingles__DAGeNEHpIzk.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/61 - Feed ingles__DAGeNEHpIzk.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:9647694fdfbe5d859d62d38c2fe0e319,1VFym9PhsVUnIjeeWn0yFF-F_WFWoQAJ1,1h_rGdEnp6dopfbfW4N-ygSKZMU4pOa41,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/61- Story ingles__DAGeNM2-p_M.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/61- Story ingles__DAGeNM2-p_M.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:a30e45c491405a730560eb342bded375,1NzDTK0r4W1fUZmBJVrPpXHeA4_0vYg5F,1u-K7VvoHqCijfxkg-trUphMnpvpbzSaF,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/63 - Feed ingles__DAGeNNOCZYo.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/63 - Feed ingles__DAGeNNOCZYo.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:66fb9ee03111ad7086b777e36c3ad7e5,1XFRPg0Y0KbT34YQjuA6aqU0tjGD2GqDe,1OWO2zv00QCewcaVbyGbxKd89GvPm3gci,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/63 - Feed ingles__DAGYn5LmPUM.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/63 - Feed ingles__DAGYn5LmPUM.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:c04190c73b13443f2bd984774ba44997,15kWRoh_VU4PMVm-rj1wH5tlwCqgZmETe,1iEPgG74L-VdTdjF8mm9PAnDFO3DI3z5U,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/64 - Feed ingles__DAGeNBI7_LI.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/64 - Feed ingles__DAGeNBI7_LI.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:4175a3567240ee658fb897116da8a1bf,1Isi64N6pxQVp8D6qUrdzX6g01XA5FEDI,1bnjc1Z9knlQtaG4Eerjh_Ogxb90dOOPu,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/65 - Feed ingles__DAGZISJEk_E.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/65 - Feed ingles__DAGZISJEk_E.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:d505beaf27467ce1b61ff85cf838c7ba,1BOhppFbFCeG7kMJZ3yyJUA1nyFf1lLg5,1xA4_D35VkNA136vgfEjK8Eqw7WDdqd33,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/65 - Story ingles__DAGZIWjSSk8.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/65 - Story ingles__DAGZIWjSSk8.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:6d5acbc62950493045a43c192e573433,13V0FrgCC2Je9lyGvGrpfUUmCtw9hrV12,17QzpN_gqr5JrnbZ75uTE9oco8W92XJu5,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/66 - Feed ingles__DAGZIVnQVGQ.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/66 - Feed ingles__DAGZIVnQVGQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:09298644003aaf1afd5019ce0db3959d,1fhoOHP4xZk0NcaDaCMeMZ6jKhkf72GqM,1f-CWjSXcsD21jX7e1yMP6nLPJZAv2RG1,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/66 - Story ingles__DAGZIXg5yTM.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/66 - Story ingles__DAGZIXg5yTM.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:bfb498cbfcd06dde51db5d56f5d3638f,1vXYYyOqT_yUfKL18sxGPinbkfwt8LVEk,1sLZ8WlCMM1Xm6jgOQkp5GnE1_FsKOu0I,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/67 - Story ingles__DAGZIQB28SE.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/67 - Story ingles__DAGZIQB28SE.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:f809161796f87e6f361b2100f114f67d,1sP4BDArgLGIuxfUssPBz9IsAjdJ4y5Zy,1YhRocIybF_Hn4b5jlqo2LN1xk1eEXzLa,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/70 - Story Ingles__DAG1uRXB7Ps.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/70 - Story Ingles__DAG1uRXB7Ps.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:76a08e510b240ec0f811957d24e1fc0d,1taIyOhblMFl-cX40JDPSmbPqV23PqTc6,1lfmV5bLjUE0LDhVuCNmIUO6edDCL4H8-,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/70 - Story ingles__DAGeNHlN4fc.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/70 - Story ingles__DAGeNHlN4fc.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:0906e25dcf6ec91338ae2c68deef0863,1la81dBPoyUJyuR0cZPpLZTMoN2UGGP6x,1svharbl1yhmSlA09F7keUmvUKaL73SKY,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/71 - Story Ingles__DAG1uXrgn4U.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/71 - Story Ingles__DAG1uXrgn4U.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:f0331f47a1fefef558d6a594c981cf97,1fEuWjI78hoWj3ArazO4Xdlh8bU7PP6Ue,1hJ1GSyHeCw41ktGwFWphGa_8tDsoBD0p,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/72 - Story Ingles__DAG1uaAVpXY.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/72 - Story Ingles__DAG1uaAVpXY.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:aa7d28f10d30df16e03f7034f0ca4afd,1GeEqu_jnJYRQR-Um9lA0t6HNyNemr6CF,1Y-VK2mu1CVpNiajmWeh6hb1lvfJXY-Fr,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/74 - Story Ingles__DAG1ubFM5rk.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/74 - Story Ingles__DAG1ubFM5rk.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:ad5fabcbc141a6feb8e183f083e3d79b,1D9elHVDyh5ETr2_xod0uQoVWYEFRSSf6,1FE4aQFGDjhLkRYMdi2h2v-mQGWcYzk8i,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/75 - Story Ingles__DAG1umakAjw.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/75 - Story Ingles__DAG1umakAjw.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:88bf12dea251852422981a5c75704911,1FURnVob5vUHvDVEwVealRVsmdHa6D6kr,1A_SB5zdRVuxrteg5492N0jJhVChaD-CS,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/86 - Story ingles__DAGi1oYEoR0.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/86 - Story ingles__DAGi1oYEoR0.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:55d44952704be0ceb8c9557aaff0322c,1c8_QzMKzQyvvdJzckxOymEllgnBweXtr,1yPNKMMS6BWaStMkXfSjRSMGhtjYSrtDp,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/88 - Story ingles__DAGi2wB4lnQ.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/88 - Story ingles__DAGi2wB4lnQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
