domain,article_type,source_domain_stage,country,vertical,product_guess,product_slug,pair_key,slug,url,reference_rec_url,reference_p1_url,reference_p1_slug,reference_pair_status,lastmod,image_urls,source_sitemap
utua.id,REC,UTUA_P1,cc,digibank,Live Fresh,live-fresh,cc-digibank-live-fresh,cc-digibank-live-fresh-p1,https://utua.id/cc-digibank-live-fresh-p1/,https://utua.id/cc-digibank-live-fresh-p1/,,,REC_only,2025-05-26T13:38:50+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,easy,Card,card,cc-easy-card,cc-easy-card-p1,https://utua.id/cc-easy-card-p1/,https://utua.id/cc-easy-card-p1/,https://utua.id/cc-easy-card-p2/,cc-easy-card-p2,REC+P1,2026-05-28T10:22:53+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,honest,Card,card,cc-honest-card,cc-honest-card-p1,https://utua.id/cc-honest-card-p1/,https://utua.id/cc-honest-card-p1/,https://utua.id/cc-honest-card-p2/,cc-honest-card-p2,REC+P1,2025-07-10T20:52:22+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,hsbc,Premier,premier,cc-hsbc-premier,cc-hsbc-premier-p1,https://utua.id/cc-hsbc-premier-p1/,https://utua.id/cc-hsbc-premier-p1/,https://utua.id/cc-hsbc-premier-p2/,cc-hsbc-premier-p2,REC+P1,2026-05-28T12:36:59+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,hsbc,Visa Platinum,visa-platinum,cc-hsbc-visa-platinum,cc-hsbc-visa-platinum-p1,https://utua.id/cc-hsbc-visa-platinum-p1/,https://utua.id/cc-hsbc-visa-platinum-p1/,,,REC_only,2025-05-26T13:23:46+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,jenius,Credit Card,credit-card,cc-jenius-credit-card,cc-jenius-credit-card-p1,https://utua.id/cc-jenius-credit-card-p1/,https://utua.id/cc-jenius-credit-card-p1/,https://utua.id/cc-jenius-credit-card-p2/,cc-jenius-credit-card-p2,REC+P1,2026-03-30T00:30:30+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,jenius,Debit Card,debit-card,cc-jenius-debit-card,cc-jenius-debit-card-p1,https://utua.id/cc-jenius-debit-card-p1/,https://utua.id/cc-jenius-debit-card-p1/,https://utua.id/cc-jenius-debit-card-p2/,cc-jenius-debit-card-p2,REC+P1,2026-03-30T01:07:39+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,kartu,Debit Digibank,debit-digibank,cc-kartu-debit-digibank,cc-kartu-debit-digibank-p1,https://utua.id/cc-kartu-debit-digibank-p1/,https://utua.id/cc-kartu-debit-digibank-p1/,https://utua.id/cc-kartu-debit-digibank-p2/,cc-kartu-debit-digibank-p2,REC+P1,2026-03-11T21:00:27+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,kartu,Debit Mandiri,debit-mandiri,cc-kartu-debit-mandiri,cc-kartu-debit-mandiri-p1,https://utua.id/cc-kartu-debit-mandiri-p1/,https://utua.id/cc-kartu-debit-mandiri-p1/,https://utua.id/cc-kartu-debit-mandiri-p2/,cc-kartu-debit-mandiri-p2,REC+P1,2026-03-11T20:59:24+00:00,,https://utua.id/post-sitemap1.xml
utua.id,REC,UTUA_P1,cc,kartu,Jago,jago,cc-kartu-jago,cc-kartu-jago-p1,https://utua.id/cc-kartu-jago-p1/,https://utua.id/cc-kartu-jago-p1/,https://utua.id/cc-kartu-jago-p2/,cc-kartu-jago-p2,REC+P1,2025-07-11T13:47:57+00:00,,https://utua.id/post-sitemap1.xml
